episode_reward,coop_rate,opp_coop_rate,reward_difference,episode
14.0,0.42857142857142855,0.42857142857142855,0.0,1
14.0,0.14285714285714285,0.2857142857142857,0.7142857142857142,2
22.0,0.42857142857142855,0.7142857142857143,1.4285714285714286,3
13.0,0.5714285714285714,0.42857142857142855,-0.7142857142857144,4
21.0,0.7142857142857143,0.8571428571428571,0.7142857142857144,5
17.0,0.5714285714285714,0.5714285714285714,0.0,6
23.0,0.42857142857142855,0.7142857142857143,1.4285714285714284,7
16.0,0.5714285714285714,0.5714285714285714,0.0,8
15.0,0.2857142857142857,0.42857142857142855,0.7142857142857142,9
16.0,0.2857142857142857,0.42857142857142855,0.7142857142857142,10
18.0,0.7142857142857143,0.7142857142857143,0.0,11
17.0,0.2857142857142857,0.42857142857142855,0.7142857142857142,12
17.0,0.8571428571428571,0.7142857142857143,-0.7142857142857144,13
17.0,0.5714285714285714,0.5714285714285714,0.0,14
16.0,0.5714285714285714,0.5714285714285714,0.0,15
14.0,0.42857142857142855,0.42857142857142855,0.0,16
18.0,0.7142857142857143,0.7142857142857143,0.0,17
16.0,0.42857142857142855,0.42857142857142855,0.0,18
19.0,0.0,0.42857142857142855,2.1428571428571432,19
23.0,0.8571428571428571,1.0,0.714285714285714,20
15.0,0.7142857142857143,0.5714285714285714,-0.7142857142857144,21
16.0,0.2857142857142857,0.42857142857142855,0.7142857142857142,22
17.0,0.42857142857142855,0.5714285714285714,0.7142857142857142,23
22.0,0.7142857142857143,0.8571428571428571,0.7142857142857144,24
11.0,0.42857142857142855,0.2857142857142857,-0.7142857142857142,25
16.0,0.8571428571428571,0.7142857142857143,-0.7142857142857144,26
23.0,0.5714285714285714,0.8571428571428571,1.4285714285714284,27
13.0,0.5714285714285714,0.42857142857142855,-0.7142857142857144,28
14.0,0.14285714285714285,0.2857142857142857,0.7142857142857142,29
18.0,0.42857142857142855,0.5714285714285714,0.7142857142857144,30
15.0,0.42857142857142855,0.42857142857142855,0.0,31
20.0,0.5714285714285714,0.7142857142857143,0.7142857142857144,32
16.0,0.2857142857142857,0.42857142857142855,0.7142857142857142,33
17.0,0.42857142857142855,0.5714285714285714,0.7142857142857142,34
16.0,0.5714285714285714,0.5714285714285714,0.0,35
18.0,0.5714285714285714,0.5714285714285714,0.0,36
